cik,Fiscal Year Month,Fiscal Year Day,Fiscal  Year,Accelerated Filer (Yes/No),Shell company,Public Float Month,Public Float Day,Public Float Year,Public Float,Managements Report (Yes/No),gvkey,,Note: This data comes from company 10K filings collected through EDGAR. 
881905,2,3,2001,,,3,3,2001,48200000,,25020,,
881905,2,2,2002,,,3,20,2002,66500000,,25020,,
881905,2,1,2003,0,,4,2,2003,65200000,,25020,,
881905,1,31,2004,0,,8,1,2003,31200000,0,25020,,
881905,1,29,2005,0,,6,30,2004,21200000,0,25020,,
881905,1,28,2006,1,0,4,1,2006,84000000,1,25020,,
727634,12,31,2001,,,3,25,2002,97923618,,24475,,
727634,12,31,2002,,,3,27,2003,12858739,,24475,,
727634,12,31,2003,0,,6,30,2003,36674598,,24475,,
727634,12,31,2004,0,,3,28,2005,46312078,0,24475,,
727634,12,31,2005,0,0,3,15,2006,47657361,0,24475,,
37914,10,31,2001,,,2,15,2002,14665000,,4830,,
37914,11,3,2002,0,,5,4,2002,16382000,,4830,,
37914,11,1,2003,0,,5,2,2003,9235488,,4830,,
37914,10,29,2004,0,,4,30,2004,13224281,0,4830,,
37914,10,29,2005,0,0,4,29,2005,12191142,0,4830,,
37914,10,29,2006,0,0,4,29,2006,12191142,0,4830,,
809933,7,31,2001,,,9,28,2001,14182695,,13128,,
809933,7,31,2002,,,9,30,2002,17040287,,13128,,
809933,7,31,2003,0,,9,30,2003,24671556,,13128,,
809933,7,31,2004,0,,1,30,2004,21547665,,13128,,
809933,7,31,2005,0,0,9,30,2005,19844000,0,13128,,
809933,7,31,2006,0,0,1,28,2006,21776209,0,13128,,
842295,12,31,2001,,,3,1,2002,1968602,,15027,,
842295,12,31,2002,0,,2,28,2003,4921505,,15027,,
842295,12,31,2003,0,,3,10,2004,26715516,,15027,,
842295,12,31,2004,0,,2,28,2005,31036531,0,15027,,
842295,12,31,2005,0,,2,28,2006,13912773,0,15027,,
919794,12,31,2001,,,3,22,2002,250402453,,61694,,
919794,12,31,2002,1,,6,28,2002,197477449,,61694,,
919794,12,31,2003,0,,6,30,2003,54263000,,61694,,
919794,12,31,2004,1,,6,30,2004,107850000,1,61694,,
919794,12,31,2005,1,0,6,30,2005,107850000,1,61694,,
357108,10,2,2001,,,12,20,2001,5500000,,6185,,
357108,9,29,2002,0,,3,28,2002,5300000,,6185,,
357108,10,2,2003,0,,3,28,2003,8400000,,6185,,
357108,10,2,2004,0,,3,28,2004,35400000,0,6185,,
357108,10,2,2005,0,0,3,31,2005,30400000,0,6185,,
357108,10,1,2006,0,0,3,31,2005,41000000,0,6185,,
1159281,12,31,2001,,,3,25,2002,31900000,,146500,,
1159281,12,31,2002,0,,6,28,2002,45500000,,146500,,
1159281,12,31,2003,0,,6,30,2003,12700000,,146500,,
1159281,12,31,2004,0,,6,30,2004,35600000,0,146500,,
1159281,12,31,2005,1,0,6,30,2005,89300000,1,146500,,
1006045,12,31,2001,,,3,20,2002,14703055,,62168,,
1006045,12,31,2002,0,,6,28,2002,10005735,,62168,,
1006045,1,3,2004,0,,6,28,2003,11096234,,62168,,
1006045,12,31,2004,0,,7,3,2004,32821341,0,62168,,
1006045,12,31,2005,0,0,7,2,2005,28736448,0,62168,,
1011696,12,31,2001,,,3,4,2002,77243000,,62957,,
1011696,12,31,2002,0,,,,,67407695,,62957,,
1011696,12,31,2003,0,,6,30,2003,41034512,,62957,,
1011696,12,31,2004,0,,6,30,2004,45080293,0,62957,,
1011696,12,31,2005,0,0,6,30,2005,42354506,0,62957,,
1023876,7,31,2001,,,10,19,2001,5615854,,64049,,
1023876,7,31,2002,,,10,15,2002,5014577,,64049,,
1023876,7,31,2003,0,,10,7,2003,8373884,,64049,,
1023876,7,31,2004,0,,1,31,2004,11052486,0,64049,,
1023876,,,2005,,,,,,,,64049,,
1019272,12,31,2001,,,3,15,2002,3500000,,63698,,
1019272,12,31,2002,0,,,,,4100000,,63698,,
1019272,12,31,2003,0,,,,,4100000,,63698,,
1019272,12,31,2004,0,,6,30,2004,15500000,0,63698,,
1019272,12,31,2005,0,,6,30,2005,38300000,0,63698,,
52971,6,30,2001,,,9,24,2001,17556293,,6215,,
52971,6,30,2002,,,9,23,2002,15496307,,6215,,
52971,6,30,2003,0,,12,31,2002,12592390,,6215,,
52971,6,30,2004,0,,12,31,2003,31586178,,6215,,
52971,6,30,2005,0,0,12,31,2004,19198400,0,6215,,
52971,6,30,2006,0,0,12,31,2005,16468936,0,6215,,
949240,12,31,2001,,,3,15,2002,6068000,,61403,,
949240,12,31,2002,0,,6,28,2002,9039000,,61403,,
949240,12,31,2003,0,,6,30,2003,20204000,,61403,,
949240,12,31,2004,0,,6,30,2004,42617000,0,61403,,
949240,12,31,2005,1,0,6,30,2005,275043636,1,61403,,
915358,4,30,2001,,,7,30,2001,1960000,,29698,,
915358,4,30,2002,,,7,18,2002,10084095,,29698,,
915358,4,30,2003,0,,10,31,2002,7224937,,29698,,
915358,4,30,2004,0,,10,31,2003,68611732,,29698,,
915358,4,30,2005,0,,10,31,2004,41872923,0,29698,,
915358,4,30,2006,0,0,10,31,2005,27226795,0,29698,,
1013696,12,31,2001,,,3,26,2002,20032371,,63195,,
1013696,12,31,2002,0,,,,,28734041,,63195,,
1013696,12,31,2003,0,,,,,23141421,,63195,,
1013696,12,31,2004,0,,,,,19153972,0,63195,,
1013696,12,31,2005,0,0,,,,35088713,1,63195,,
76605,12,31,2001,,,3,22,2002,32703628,,8386,,
76605,12,31,2002,0,,6,28,2002,28655248,,8386,,
76605,12,31,2003,0,,6,30,2003,22374322,,8386,,
76605,12,31,2004,0,,6,30,2004,36326238,0,8386,,
76605,12,31,2005,0,0,6,30,2005,44967825,0,8386,,
1043382,12,31,2001,,,2,25,2002,636070000,,65350,,
1043382,12,31,2002,1,,6,28,2002,731510000,,65350,,
1043382,12,31,2003,1,,6,30,2003,226890000,,65350,,
1043382,12,31,2004,1,,6,30,2004,24000000,1,65350,,
1043382,12,31,2005,1,0,6,30,2005,61600000,1,65350,,
101295,12,31,2001,,,3,1,2002,14186525,,10902,,
101295,12,31,2002,0,,3,3,2003,9188755,,10902,,
101295,12,31,2003,0,,3,1,2004,17818997,,10902,,
101295,12,31,2004,0,,3,1,2005,17982466,0,10902,,
101295,12,31,2005,0,0,3,1,2006,24719000,0,10902,,
8063,12,31,2001,,,,,,65859247,,1823,,
8063,12,31,2002,0,,,,,44383614,,1823,,
8063,12,31,2003,0,,,,,21888000,,1823,,
8063,12,31,2004,0,,,,,34370000,0,1823,,
8063,12,31,2005,0,0,,,,62500000,0,1823,,
1123316,10,31,2001,,,1,17,2002,59988000,,25731,,
1123316,10,31,2002,,,1,10,2003,47224606,,25731,,
1123316,10,31,2003,0,,4,30,2003,34439068,,25731,,
1123316,10,31,2004,0,,4,30,2004,33127187,0,25731,,
1123316,10,31,2005,0,0,4,30,2005,21932821,0,25731,,
1123316,10,31,2006,0,0,4,30,2005,21932821,0,25731,,
851560,9,30,2001,,,12,1,2001,24057462,,28325,,
851560,9,30,2002,,,12,1,2002,8905957,,28325,,
851560,9,30,2003,0,,12,31,2003,18089805,,28325,,
851560,9,30,2004,0,,11,30,2004,17876650,0,28325,,
851560,,,2005,,,,,,,,28325,,
851560,,,2006,,,,,,,,28325,,
19252,12,31,2001,,,4,1,2002,5992083,,2929,,
19252,12,31,2002,0,,6,28,2002,28567602,,2929,,
19252,12,31,2003,0,,6,30,2003,15426505,,2929,,
19252,12,31,2004,0,,6,30,2004,17001179,0,2929,,
19252,12,31,2005,0,,6,30,2005,39737883,0,2929,,
803647,6,30,2001,,,9,2,2001,8010200,,12804,,
803647,6,30,2002,,,9,3,2002,15185406,,12804,,
803647,6,30,2003,0,,12,31,2002,9090382,,12804,,
803647,6,30,2004,0,,12,31,2003,16304115,,12804,,
803647,6,30,2005,0,0,12,31,2004,25034193,0,12804,,
803647,6,30,2006,0,0,12,31,2005,21344666,0,12804,,
874292,9,30,2001,,,12,26,2001,1690844,,24428,,
874292,9,30,2002,0,,12,26,2002,1196204,,24428,,
874292,9,30,2003,0,,12,15,2003,6718001,,24428,,
874292,9,30,2004,0,,3,31,2004,14419734,,24428,,
874292,9,30,2005,0,0,3,31,2005,11939468,0,24428,,
874292,9,30,2006,0,0,3,31,2006,34446944,0,24428,,
1058177,12,31,2001,,,3,20,2002,5200000,,129519,,
1058177,12,31,2002,0,,3,20,2003,4862809,,129519,,
1058177,12,31,2003,0,,6,30,2003,13766858,0,129519,,
1058177,,,2004,,,,,,,,129519,,
1058177,,,2005,,,,,,,,129519,,
1014041,12,31,2001,,,2,14,2002,58711812,,63291,,
1014041,12,31,2002,,,2,14,2003,18995243,,63291,,
1014041,12,31,2003,0,,6,30,2003,42968584,,63291,,
1014041,12,31,2004,0,,6,30,2004,22700000,0,63291,,
1014041,12,31,2005,0,0,6,30,2005,17100000,0,63291,,
1081004,12,31,2001,,,2,28,2002,140486000,,121762,,
1081004,12,31,2002,1,,6,30,2002,111400000,,121762,,
1081004,12,31,2003,1,,6,30,2003,30206105,,121762,,
1081004,,,2004,,,,,,,,121762,,
1081004,,,2005,,,,,,,,121762,,
96793,6,30,2001,,,6,27,2001,9086047,,10380,,
96793,6,30,2002,,,9,12,2002,11559158,,10380,,
96793,6,30,2003,1,,12,31,2002,8940949,,10380,,
96793,6,30,2004,0,,12,31,2003,14950115,,10380,,
96793,6,30,2005,0,0,12,31,2004,31290123,0,10380,,
96793,6,30,2006,0,0,12,31,2005,60667385,0,10380,,
82020,12,31,2001,,,3,25,2002,11001778,,8947,,
82020,12,31,2002,0,,6,30,2002,10101330,,8947,,
82020,12,31,2003,0,,6,30,2003,5773268,,8947,,
82020,12,31,2004,0,,6,30,2004,19865733,0,8947,,
82020,12,31,2005,0,0,6,30,2005,8047365,0,8947,,
72418,4,30,2001,,,7,13,2001,36715000,,7932,,
72418,4,30,2002,,,7,17,2002,48920000,,7932,,
72418,4,30,2003,0,,10,26,2002,40462000,,7932,,
72418,4,30,2004,0,,11,1,2003,35802000,0,7932,,
72418,,,2005,,,,,,,,7932,,
72418,,,2006,,,,,,,,7932,,
913275,12,31,2001,,,3,1,2002,33558829,,62846,,
913275,12,31,2002,0,,,,,22543575,,62846,,
913275,12,31,2003,0,,,,,10920824,,62846,,
913275,12,31,2004,0,,,,,17041928,0,62846,,
913275,12,31,2005,0,0,6,30,2005,42500000,0,62846,,
62262,8,31,2001,,,10,19,2001,22417828,,7561,,
62262,8,31,2002,,,10,22,2002,33274000,,7561,,
62262,8,31,2003,1,,,,,30199000,,7561,,
62262,8,31,2004,0,,,,,33783000,,7561,,
62262,8,31,2005,0,0,,,,36699000,0,7561,,
62262,,,2005,,,,,,,,7561,,
713002,4,30,2001,,,6,18,2001,192000000,,4807,,
713002,4,30,2002,,,7,5,2002,90621000,,4807,,
713002,4,30,2003,0,,6,15,2003,24130039,,4807,,
713002,4,30,2004,0,,10,31,2003,46307461,,4807,,
713002,4,30,2005,0,,10,31,2004,42841991,0,4807,,
713002,4,30,2006,1,0,10,31,2005,260860817,1,4807,,
831968,12,31,2001,,,3,1,2002,27589295,,14616,,
831968,12,31,2002,,,3,1,2003,24306539,,14616,,
831968,12,31,2003,0,,3,1,2004,32537343,,14616,,
831968,12,31,2004,0,,6,30,2004,35652561,0,14616,,
831968,12,31,2005,0,,6,30,2005,48490938,0,14616,,
1059784,7,31,2001,,,10,15,2001,64625733,,106589,,
1059784,7,31,2002,,,10,10,2002,20659926,,106589,,
1059784,7,31,2003,0,,10,14,2003,43889178,,106589,,
1059784,7,31,2004,0,,11,8,2004,24780884,,106589,,
1059784,7,31,2005,0,0,1,31,2005,20523075,0,106589,,
1059784,7,31,2006,1,0,1,31,2006,82310308,1,106589,,
1056923,12,31,2001,,,3,18,2002,16635752,,113269,,
1056923,12,31,2002,,,3,11,2003,19389210,,113269,,
1056923,12,31,2003,,,3,11,2004,19761239,,113269,,
1056923,12,31,2004,0,,6,30,2004,20069214,0,113269,,
1056923,12,31,2005,0,0,6,30,2005,19133116,0,113269,,
822665,9,30,2001,,,12,14,2001,4800000,,14457,,
822665,9,30,2002,,,12,9,2002,39600000,,14457,,
822665,9,30,2003,0,,3,31,2003,13200000,,14457,,
822665,9,30,2004,0,,3,31,2004,20000000,,14457,,
822665,,,2005,,,,,,,,14457,,
822665,,,2006,,,,,,,,14457,,
897893,1,31,2001,,,4,28,2001,9139580,,63640,,
897893,1,31,2002,,,4,24,2002,26208662,,63640,,
897893,1,31,2003,0,,4,24,2003,23227760,,63640,,
897893,1,31,2004,0,,7,31,2003,47151809,,63640,,
897893,1,31,2005,0,,7,31,2004,15994533,0,63640,,
897893,1,31,2006,0,0,7,31,2005,59837483,0,63640,,
874710,6,30,2001,,,9,19,2001,12800000,,24837,,
874710,6,30,2002,,,9,26,2002,15300000,,24837,,
874710,6,30,2003,0,,9,15,2003,11895750,,24837,,
874710,6,30,2004,0,,12,31,2003,12828750,,24837,,
874710,6,30,2005,0,0,12,31,2004,24591726,0,24837,,
874710,6,30,2006,0,0,12,31,2005,26356972,0,24837,,
94784,12,31,2001,,,3,22,2002,54202771,,5336,,
94784,12,31,2002,0,,6,30,2002,27875711,,5336,,
94784,12,31,2003,0,,6,30,2003,59521822,,5336,,
94784,12,31,2004,0,,6,30,2004,32880784,0,5336,,
94784,12,31,2005,0,0,6,30,2005,17652350,0,5336,,
1104017,12,31,2001,,,3,15,2002,238000000,,137662,,
1104017,12,31,2002,1,,6,28,2002,98600000,,137662,,
1104017,12,31,2003,1,,6,30,2003,40500000,,137662,,
1104017,12,31,2004,1,,6,30,2004,33000000,1,137662,,
1104017,12,31,2005,1,0,6,30,2005,54400000,1,137662,,
1021770,3,31,2001,,,6,27,2001,3193990,,64060,,
1021770,3,31,2002,,,6,10,2002,7396698,,64060,,
1021770,3,31,2003,0,,9,30,2002,5123870,,64060,,
1021770,3,31,2004,0,,9,30,2003,3842903,0,64060,,
1021770,3,31,2005,0,,9,30,2004,7924806,0,64060,,
1021770,,,2006,,,,,,,,64060,,
1014733,12,31,2001,,,3,14,2002,13797000,,64402,,
1014733,12,31,2002,,,6,28,2002,16283000,,64402,,
1014733,12,31,2003,0,,6,30,2003,17727000,,64402,,
1014733,12,31,2004,0,,6,30,2004,17432000,0,64402,,
1014733,12,31,2005,0,0,6,30,2005,22941000,0,64402,,
870753,12,31,2001,,,3,26,2002,63064359,,30029,,
870753,12,31,2002,1,,6,28,2002,96335983,,30029,,
870753,12,31,2003,0,,6,30,2003,21081062,,30029,,
870753,12,31,2004,0,,6,30,2004,34835502,0,30029,,
870753,12,31,2005,0,0,6,30,2005,35830784,0,30029,,
725363,9,30,2001,,,12,19,2001,18000000,,12711,,
725363,9,30,2002,,,12,10,2002,11000000,,12711,,
725363,9,30,2003,0,,3,31,2003,10730000,,12711,,
725363,9,30,2004,0,,3,31,2004,69193000,0,12711,,
725363,9,30,2005,0,0,3,31,2005,54485000,0,12711,,
725363,9,30,2006,0,0,3,31,2005,54485000,0,12711,,
919583,3,31,2001,,,4,27,2001,105084782,,61753,,
919583,3,31,2002,,,5,24,2002,61701227,,61753,,
919583,3,31,2003,0,,9,30,2002,56078000,,61753,,
919583,3,31,2004,0,,9,30,2003,56338000,,61753,,
919583,3,31,2005,0,,9,30,2004,30779000,0,61753,,
919583,,,2006,,,,,,,,61753,,
785815,2,28,2001,,,5,15,2001,7082374,,11976,,
785815,2,28,2002,,,4,15,2002,20575284,,11976,,
785815,2,28,2003,0,,4,15,2003,13615922,,11976,,
785815,2,29,2004,0,,4,30,2004,26705481,0,11976,,
785815,2,28,2005,0,,4,15,2005,69752537,0,11976,,
785815,2,28,2006,1,0,4,26,2006,77218384,1,11976,,
16104,3,31,2001,,,4,30,2001,17734327,,2606,,
16104,3,30,2002,,,5,7,2002,16850746,,2606,,
16104,3,29,2003,,,5,2,2003,9689262,,2606,,
16104,4,3,2004,1,,9,26,2004,14979061,0,2606,,
16104,4,2,2005,0,,10,1,2004,22757661,0,2606,,
16104,4,1,2006,0,0,10,1,2005,18202625,0,2606,,
95953,12,29,2001,,,2,28,2002,24600000,,10236,,
95953,12,31,2002,0,,6,29,2002,18000000,,10236,,
95953,1,3,2004,0,,6,28,2003,32000000,0,10236,,
95953,12,31,2004,0,,7,3,2004,52300000,0,10236,,
95953,12,31,2005,0,0,7,1,2005,52300000,0,10236,,
719135,12,31,2001,,,3,1,2002,5992202,,12719,,
719135,12,31,2002,0,,3,24,2003,7230927,,12719,,
719135,12,31,2003,0,,3,22,2004,27476517,,12719,,
719135,12,31,2004,0,,3,15,2005,26528577,0,12719,,
719135,12,31,2005,0,,3,17,2006,37445121,0,12719,,
944163,12,31,2001,,,3,20,2002,21750699,,127174,,
944163,12,31,2002,0,,6,28,2002,11111243,,127174,,
944163,12,31,2003,0,,6,30,2003,14970804,,127174,,
944163,12,31,2004,0,,6,30,2004,28139853,0,127174,,
944163,12,31,2005,0,0,6,30,2005,10574805,0,127174,,
1173204,,,2001,,,,,,,,155616,,
1173204,,,2002,,,,,,,,155616,,
1173204,,,2003,,,,,,,,155616,,
1173204,3,31,2004,0,,6,22,2004,21921994,,155616,,
1173204,3,31,2005,0,,6,28,2005,50135774,0,155616,,
1173204,3,31,2006,0,,6,23,2006,197391787,0,155616,,
73822,12,31,2001,,,3,20,2002,17200000,,8084,,
73822,12,31,2002,0,,6,30,2002,29800000,,8084,,
73822,12,31,2003,0,,6,30,2003,34000000,,8084,,
73822,12,31,2004,0,,6,30,2004,40000000,0,8084,,
73822,12,31,2005,0,0,6,30,2005,26000000,0,8084,,
90045,12,31,2001,,,3,13,2002,19900000,,9323,,
90045,12,31,2002,0,,6,28,2002,18400000,,9323,,
90045,12,31,2003,0,,6,30,2003,20800000,,9323,,
90045,12,31,2004,0,,6,30,2004,22600000,0,9323,,
90045,12,31,2005,0,0,6,30,2005,26100000,0,9323,,
84581,12,31,2001,,,3,22,2002,38093756,,65655,,
84581,12,31,2002,0,,6,28,2002,40908690,,65655,,
84581,12,31,2003,0,,6,30,2003,36688126,,65655,,
84581,12,31,2004,0,,6,30,2004,41635764,0,65655,,
84581,12,31,2005,0,0,6,30,2005,35518088,0,65655,,
750901,12,31,2001,,,3,1,2002,94800000,,24402,,
750901,12,31,2002,0,,6,29,2002,41300000,,24402,,
750901,12,31,2003,0,,6,29,2003,41300000,,24402,,
750901,12,31,2004,0,,6,30,2004,41300000,0,24402,,
750901,12,31,2005,0,0,6,30,2005,17100000,0,24402,,
3116,12,31,2001,,,3,7,2002,47229000,,14304,,
3116,12,31,2002,0,,4,28,2003,12882647,,14304,,
3116,12,31,2003,0,,6,30,2003,12049596,,14304,,
3116,12,31,2004,0,,6,30,2004,48455432,0,14304,,
3116,12,31,2005,0,0,6,30,2005,37743328,0,14304,,
854398,9,30,2001,,,12,1,2001,13772000,,28775,,
854398,9,30,2002,,,12,16,2002,14832000,,28775,,
854398,9,30,2003,0,,12,15,2003,10055000,,28775,,
854398,9,30,2004,0,,11,30,2004,24990000,,28775,,
854398,9,30,2005,0,,12,15,2005,19510326,0,28775,,
854398,9,30,2006,0,0,12,13,2006,28146000,0,28775,,
724988,6,30,2001,,,9,18,2001,72486984,,8365,,
724988,6,30,2002,,,9,19,2002,74377949,,8365,,
724988,6,30,2003,0,,12,27,2002,31070863,,8365,,
724988,6,30,2004,0,,12,28,2003,25492711,,8365,,
724988,6,30,2005,0,0,12,31,2004,24390683,0,8365,,
724988,,,2006,,,,,,,,8365,,
909950,12,31,2001,,,3,22,2002,22200000,,28933,,
909950,12,31,2002,0,,3,3,2003,20100000,,28933,,
909950,12,31,2003,0,,6,30,2003,18800000,,28933,,
909950,12,31,2004,0,,6,30,2004,26200000,0,28933,,
909950,12,31,2005,0,0,6,30,2005,3000000,0,28933,,
847466,12,31,2001,,,3,18,2002,40887949,,23113,,
847466,12,31,2002,0,,7,1,2002,52115377,,23113,,
847466,12,31,2003,0,,6,30,2003,17605513,,23113,,
847466,12,31,2004,0,,6,28,2004,17249186,0,23113,,
847466,12,31,2005,0,0,6,27,2005,29825162,0,23113,,
1078717,12,31,2001,,,4,15,2002,10863647,,121139,,
1078717,12,31,2002,0,,6,28,2002,12022171,,121139,,
1078717,12,31,2003,0,,3,23,2004,25193882,0,121139,,
1078717,,,2004,,,,,,,,121139,,
1078717,,,2005,,,,,,,,121139,,
864890,12,31,2001,,,3,25,2002,23372296,,22957,,
864890,12,31,2002,0,,6,28,2002,35615990,,22957,,
864890,12,31,2003,0,,6,30,2003,35633676,,22957,,
864890,12,31,2004,0,,6,30,2004,38711919,0,22957,,
864890,12,31,2005,0,0,6,30,2005,23527747,0,22957,,
1000227,12,31,2001,,,2,28,2002,24283540,,62065,,
1000227,12,28,2002,,,2,18,2003,17745191,,62065,,
1000227,12,31,2003,0,,2,17,2004,26021071,,62065,,
1000227,12,31,2004,0,,3,1,2005,21160688,0,62065,,
1000227,12,31,2005,0,0,3,3,2006,22310872,0,62065,,
1081290,12,31,2001,,,3,12,2002,570000000,,120595,,
1081290,12,31,2002,1,,6,28,2002,249800000,,120595,,
1081290,12,31,2003,1,,6,30,2003,132100000,,120595,,
1081290,12,31,2004,1,,6,30,2004,184000000,1,120595,,
1081290,12,31,2005,1,0,6,30,2005,200000000,1,120595,,
883505,12,31,2001,,,2,21,2002,34013688,,25031,,
883505,12,29,2002,0,,,,,17378878,,25031,,
883505,12,31,2003,0,,,,,16026007,,25031,,
883505,1,2,2005,0,,,,,18118824,0,25031,,
883505,,,2005,,,,,,,,25031,,
1020999,12,31,2001,,,3,28,2002,34772846,,63768,,
1020999,12,31,2002,,,3,28,2003,9905286,,63768,,
1020999,12,31,2003,0,,6,30,2003,9487044,,63768,,
1020999,,,2004,,,,,,,,63768,,
1020999,,,2005,,,,,,,,63768,,
1014920,12,31,2001,,,3,15,2002,19825959,,63381,,
1014920,12,31,2002,0,,6,28,2002,11338402,,63381,,
1014920,12,31,2003,0,,6,30,2003,13389327,,63381,,
1014920,,,2004,,,,,,,,63381,,
1014920,,,2005,,,,,,,,63381,,
720896,6,30,2001,,,9,26,2001,21200000,,7245,,
720896,6,30,2002,,,9,26,2002,32633000,,7245,,
720896,6,30,2003,0,,12,31,2002,45144090,,7245,,
720896,6,30,2004,0,,12,31,2003,39915409,,7245,,
720896,6,30,2005,0,0,12,31,2004,47934000,0,7245,,
720896,6,30,2006,0,0,12,31,2005,44372000,0,7245,,
1131806,12,31,2001,,,3,1,2002,419731567,,121754,,
1131806,12,31,2002,1,,6,28,2002,86865000,,121754,,
1131806,12,31,2003,1,,6,30,2003,71855923,,121754,,
1131806,,,2004,,,,,,,,121754,,
1131806,,,2005,,,,,,,,121754,,
4317,3,31,2001,,,5,31,2001,19282717,,1360,,
4317,3,31,2002,,,5,31,2002,6959383,,1360,,
4317,3,31,2003,0,,5,31,2003,3560749,,1360,,
4317,3,31,2004,0,,7,1,2004,31818000,,1360,,
4317,3,31,2005,0,,5,31,2005,8386000,0,1360,,
4317,3,31,2006,0,0,9,30,2005,8651208,0,1360,,
1131072,12,31,2001,,,3,25,2002,16048591,,145109,,
1131072,12,31,2002,0,,3,24,2003,23330772,,145109,,
1131072,12,31,2003,0,,3,25,2004,31763815,,145109,,
1131072,12,31,2004,0,,6,30,2004,21060742,0,145109,,
1131072,12,31,2005,0,0,12,31,2005,55484102,0,145109,,
1010086,12,31,2001,,,3,18,2002,26464233,,65376,,
1010086,12,31,2002,0,,3,20,2003,16268778,,65376,,
1010086,12,31,2003,0,,3,22,2004,33573348,,65376,,
1010086,12,31,2004,0,,3,28,2005,37485991,0,65376,,
1010086,12,31,2005,0,0,3,15,2006,29946000,0,65376,,
718007,12,31,2001,,,3,18,2002,21112810,,1902,,
718007,12,31,2002,,,6,30,2002,10602000,,1902,,
718007,12,31,2003,0,,3,11,2004,42016000,,1902,,
718007,12,31,2004,0,,6,30,2004,42399538,0,1902,,
718007,12,31,2005,0,0,6,30,2005,43374789,0,1902,,
1107050,12,31,2001,,,3,25,2002,22653170,,137252,,
1107050,12,31,2002,0,,6,28,2002,13627000,,137252,,
1107050,12,31,2003,0,,6,30,2003,5348804,,137252,,
1107050,12,31,2004,0,,6,30,2004,28930500,1,137252,,
1107050,12,31,2005,1,0,6,30,2005,182000000,1,137252,,
31667,2,28,2001,,,4,17,2001,8124046,,4225,,
31667,2,28,2002,,,4,17,2002,19006561,,4225,,
31667,2,28,2003,0,,4,17,2003,26933000,,4225,,
31667,2,29,2004,0,,4,30,2004,28052836,,4225,,
31667,2,28,2005,0,,8,31,2004,29767796,0,4225,,
31667,2,28,2006,0,0,8,31,2005,27921553,0,4225,,
924168,12,31,2001,,,3,29,2002,7289000,,30614,,
924168,12,31,2002,0,,6,28,2002,7922000,,30614,,
924168,12,31,2003,0,,6,28,2003,9971000,,30614,,
924168,12,31,2004,0,,6,30,2004,67866000,0,30614,,
924168,12,31,2005,0,0,6,30,2005,71896000,0,30614,,
749872,12,31,2001,,,3,15,2002,52800118,,2061,,
749872,12,31,2002,0,,6,28,2002,45593940,,2061,,
749872,1,3,2004,0,,6,27,2003,40923652,,2061,,
749872,12,31,2004,0,,7,3,2004,14449422,0,2061,,
749872,12,31,2005,0,0,7,2,2005,43377750,0,2061,,
895565,12,31,2001,,,3,19,2002,34995876,,25480,,
895565,12,31,2002,0,,6,28,2002,47985606,,25480,,
895565,12,31,2003,0,,6,30,2003,46653554,,25480,,
895565,12,31,2004,0,,6,30,2004,52375678,0,25480,,
895565,12,31,2005,1,0,6,30,2005,339478786,1,25480,,
1123871,12,31,2001,,,12,31,2001,2507500,,142945,,
1123871,12,31,2002,0,,3,5,2003,15792000,,142945,,
1123871,12,31,2003,0,,3,10,2004,31710410,,142945,,
1123871,12,31,2004,0,,3,10,2005,97905351,0,142945,,
1123871,12,31,2005,1,0,6,30,2005,98311108,1,142945,,
1003648,3,30,2001,,,6,1,2001,12029000,,61960,,
1003648,3,29,2002,,,6,15,2002,5227304,,61960,,
1003648,3,28,2003,0,,10,11,2002,1294700,,61960,,
1003648,4,2,2004,0,,10,10,2003,11864000,0,61960,,
1003648,4,1,2005,0,,10,15,2004,18673000,0,61960,,
1003648,,,2006,,,,,,,,61960,,
98720,12,31,2001,,,4,12,2002,16489328,,10615,,
98720,12,31,2002,0,,6,28,2002,15297502,,10615,,
98720,12,31,2003,0,,6,30,2003,15802955,,10615,,
98720,12,31,2004,0,,6,30,2004,40670512,0,10615,,
98720,12,31,2005,1,0,6,30,2005,217834420,1,10615,,
1035354,6,30,2001,,,9,28,2001,14957989,,65838,,
1035354,6,30,2002,,,9,19,2002,13903629,,65838,,
1035354,6,30,2003,0,,9,19,2003,24974321,,65838,,
1035354,6,30,2004,0,,9,20,2004,25033214,,65838,,
1035354,6,30,2005,0,,8,31,2005,23691116,0,65838,,
1035354,6,30,2006,0,0,9,30,2006,16181318,0,65838,,
918580,5,31,2001,,,8,23,2001,3970773,,29964,,
918580,12,31,2002,0,,3,26,2003,8972196,,29964,,
918580,12,31,2003,0,,6,30,2003,11852529,,29964,,
918580,12,31,2004,0,,6,30,2004,9334154,0,29964,,
918580,12,31,2005,0,0,6,30,2005,48852933,0,29964,,
67279,12,31,2001,,,3,14,2002,48605116,,7481,,
67279,12,31,2002,0,,6,28,2002,46496878,,7481,,
67279,12,31,2003,0,,6,30,2003,36215041,,7481,,
67279,12,31,2004,0,,6,30,2004,41795444,0,7481,,
67279,12,31,2005,0,0,6,30,2005,47197043,0,7481,,
